Title,ID,Cover,Genres,Action and Adventure,Animals,Art,Children,Contemporary,Crime,Death,Dystopian,Espionage,Family,Fantasy,Fiction,Friendship,Health,Historical,Horror,Humor,Legal,Memoir,Murder,Mystery and Detective,Paranormal,Political,Psychological,Relationships,Romance,Self-help,Suspense,Thriller,Travel,War,Women,author,year,total_weeks,first_week,debut_rank,best_rank,Equal-Frequency,success
CHRISTMAS LETTERS,/works/OL1911371W,11454541,"['Women', 'Contemporary', 'Romance', 'Fiction']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Debbie Macomber,2006,3,2006-10-22,15,12,2.0 < x ≤ 4.0,mediocre
CHRISTMAS LETTERS,/works/OL1911371W,6934877,"['Women', 'Contemporary', 'Romance', 'Fiction']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Debbie Macomber,2006,3,2006-10-22,15,12,2.0 < x ≤ 4.0,mediocre
CHRISTY,/works/OL1917105W,12819569,"['Women', 'Romance', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Catherine Marshall,1967,38,1967-11-05,9,2,13.0 < x ≤ 178.0,excellent
CHRISTY,/works/OL1917105W,562442,"['Women', 'Romance', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Catherine Marshall,1967,38,1967-11-05,9,2,13.0 < x ≤ 178.0,excellent
CHRISTY,/works/OL1917105W,7889779,"['Women', 'Romance', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Catherine Marshall,1967,38,1967-11-05,9,2,13.0 < x ≤ 178.0,excellent
CHROMOSOME 6,/works/OL137257W,1469686,"['Fiction', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Robin Cook,1997,8,1997-04-06,4,2,7.0 < x ≤ 13.0,good
CILKAS JOURNEY,/works/OL20842518W,10151350,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heather Morris,2019,2,2019-10-20,8,8,0.999 < x ≤ 2.0,poor
CIMARRON ROSE,/works/OL15109514W,545461,"['Fiction', 'Legal', 'Mystery and Detective', 'Murder']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,James Lee Burke,1997,3,1997-08-24,16,13,2.0 < x ≤ 4.0,mediocre
CINNAMON ROLL MURDER,/works/OL26322841W,13868182,"['Women', 'Mystery and Detective', 'Crime', 'Fiction']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Joanne Fluke,2012,1,2012-03-18,7,7,0.999 < x ≤ 2.0,poor
CINNAMON SKIN,/works/OL2446210W,4325021,"['Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,John D. MacDonald,1982,13,1982-07-04,9,3,7.0 < x ≤ 13.0,good
CIRCE,/works/OL18012166W,8739376,"['Fiction', 'Historical', 'Fantasy', 'Paranormal']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Madeline Miller,2018,16,2018-04-29,1,1,13.0 < x ≤ 178.0,excellent
CIRCE,/works/OL18012166W,8838757,"['Fiction', 'Historical', 'Fantasy', 'Paranormal']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Madeline Miller,2018,16,2018-04-29,1,1,13.0 < x ≤ 178.0,excellent
CIRCE,/works/OL18012166W,9216247,"['Fiction', 'Historical', 'Fantasy', 'Paranormal']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Madeline Miller,2018,16,2018-04-29,1,1,13.0 < x ≤ 178.0,excellent
CIRCLE OF FRIENDS,/works/OL56806W,5296581,"['Friendship', 'Women', 'Romance', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Maeve Binchy,1991,12,1991-01-27,14,6,7.0 < x ≤ 13.0,good
CIRCLE OF FRIENDS,/works/OL56806W,9104226,"['Friendship', 'Women', 'Romance', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Maeve Binchy,1991,12,1991-01-27,14,6,7.0 < x ≤ 13.0,good
CIRCLE OF FRIENDS,/works/OL56806W,10448134,"['Friendship', 'Women', 'Romance', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Maeve Binchy,1991,12,1991-01-27,14,6,7.0 < x ≤ 13.0,good
CIRCLING THE SUN,/works/OL20010048W,13078560,"['Women', 'Historical', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Paula McLain,2015,2,2015-09-13,11,11,0.999 < x ≤ 2.0,poor
CIRCUS,/works/OL257670W,4635628,"['Fiction', 'Thriller', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alistair MacLean,1975,12,1975-08-31,9,5,7.0 < x ≤ 13.0,good
CIRCUS,/works/OL257670W,4472810,"['Fiction', 'Thriller', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alistair MacLean,1975,12,1975-08-31,9,5,7.0 < x ≤ 13.0,good
CIRCUS,/works/OL257670W,12399348,"['Fiction', 'Thriller', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Alistair MacLean,1975,12,1975-08-31,9,5,7.0 < x ≤ 13.0,good
CITIES OF THE PLAIN,/works/OL40869W,9158767,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cormac McCarthy,1998,7,1998-05-31,9,2,4.0 < x ≤ 7.0,average
CITIES OF THE PLAIN,/works/OL40869W,9427088,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cormac McCarthy,1998,7,1998-05-31,9,2,4.0 < x ≤ 7.0,average
CITIZEN TOM PAINE,/works/OL1067019W,12709704,"['Fiction', 'Political']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Howard Fast,1943,10,1943-05-17,5,2,7.0 < x ≤ 13.0,good
CITIZEN TOM PAINE,/works/OL1067019W,4283431,"['Fiction', 'Political']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Howard Fast,1943,10,1943-05-17,5,2,7.0 < x ≤ 13.0,good
CITIZEN TOM PAINE,/works/OL1067019W,10723910,"['Fiction', 'Political']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Howard Fast,1943,10,1943-05-17,5,2,7.0 < x ≤ 13.0,good
CITY OF BONES,/works/OL111745W,188419,"['Thriller', 'Fiction', 'Crime', 'Children', 'Murder', 'Mystery and Detective']",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Michael Connelly,2002,6,2002-05-05,5,4,4.0 < x ≤ 7.0,average
CITY OF GIRLS,/works/OL21143030W,10328092,"['Women', 'Historical', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Elizabeth Gilbert,2019,10,2019-06-23,2,2,7.0 < x ≤ 13.0,good
CITY OF GOD,/works/OL55230W,4526526,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. L. Doctorow,2000,4,2000-03-05,15,11,2.0 < x ≤ 4.0,mediocre
CITY OF NIGHT,/works/OL61322W,6971266,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Rechy,1963,24,1963-07-07,7,3,13.0 < x ≤ 178.0,excellent
CITY OF NIGHT,/works/OL61322W,8681494,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Rechy,1963,24,1963-07-07,7,3,13.0 < x ≤ 178.0,excellent
CITY ON FIRE,/works/OL20008522W,10159430,"['Relationships', 'Thriller', 'Fiction', 'Historical', 'Family', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Garth Risk Hallberg,2015,2,2015-11-01,5,5,0.999 < x ≤ 2.0,poor
CLASS REUNION,/works/OL551688W,6659041,"['Fiction', 'Women', 'Friendship']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rona Jaffe,1979,21,1979-06-10,13,4,13.0 < x ≤ 178.0,excellent
CLASS REUNION,/works/OL551688W,6997132,"['Fiction', 'Women', 'Friendship']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rona Jaffe,1979,21,1979-06-10,13,4,13.0 < x ≤ 178.0,excellent
CLAUDIUS THE GOD,/works/OL5036949W,419920,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert Graves,1935,3,1935-04-15,6,6,2.0 < x ≤ 4.0,mediocre
CLAWBACK,/works/OL17356548W,7434570,"['Thriller', 'Suspense', 'Women', 'Fiction', 'Crime', 'Murder', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,J. A. Jance,2016,1,2016-03-27,11,11,0.999 < x ≤ 2.0,poor
CLAWBACK,/works/OL17356548W,11552714,"['Thriller', 'Suspense', 'Women', 'Fiction', 'Crime', 'Murder', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,J. A. Jance,2016,1,2016-03-27,11,11,0.999 < x ≤ 2.0,poor
CLEA,/works/OL48298W,96040,"['Fiction', 'Women', 'Relationships', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Lawrence Durrell,1960,13,1960-04-10,16,7,7.0 < x ≤ 13.0,good
CLEAR AND PRESENT DANGER,/works/OL448924W,538280,"['Fiction', 'Espionage', 'Action and Adventure', 'Suspense']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom  Clancy,1990,1,1990-05-20,13,13,0.999 < x ≤ 2.0,poor
CLEAR AND PRESENT DANGER,/works/OL448924W,270447,"['Fiction', 'Espionage', 'Action and Adventure', 'Suspense']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom  Clancy,1990,1,1990-05-20,13,13,0.999 < x ≤ 2.0,poor
CLEAR AND PRESENT DANGER,/works/OL448924W,4627748,"['Fiction', 'Espionage', 'Action and Adventure', 'Suspense']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tom  Clancy,1990,1,1990-05-20,13,13,0.999 < x ≤ 2.0,poor
A FEAST FOR CROWS,/works/OL257948W,373060,"['Fiction', 'Fantasy', 'Action and Adventure', 'Murder']",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,George R. R. Martin,2005,5,2005-11-27,1,1,4.0 < x ≤ 7.0,average
A FEAST FOR CROWS,/works/OL257948W,5220,"['Fiction', 'Fantasy', 'Action and Adventure', 'Murder']",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,George R. R. Martin,2005,5,2005-11-27,1,1,4.0 < x ≤ 7.0,average
A FEAST FOR CROWS,/works/OL257948W,8745186,"['Fiction', 'Fantasy', 'Action and Adventure', 'Murder']",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,George R. R. Martin,2005,5,2005-11-27,1,1,4.0 < x ≤ 7.0,average
CLOAK OF DARKNESS,/works/OL3923119W,4281007,"['Fiction', 'Action and Adventure', 'Crime']",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helen MacInnes,1982,6,1982-10-10,15,8,4.0 < x ≤ 7.0,average
CLOAK OF DECEPTION,/works/OL29342978W,13305384,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Luceno,2001,2,2001-06-17,12,12,0.999 < x ≤ 2.0,poor
CLOCK DANCE,/works/OL21201541W,8202391,"['Women', 'Family', 'Fiction']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Anne Tyler,2018,5,2018-07-29,3,3,4.0 < x ≤ 7.0,average
CLOCK DANCE,/works/OL21201541W,8824771,"['Women', 'Family', 'Fiction']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Anne Tyler,2018,5,2018-07-29,3,3,4.0 < x ≤ 7.0,average
CLOCK DANCE,/works/OL21201541W,12325770,"['Women', 'Family', 'Fiction']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Anne Tyler,2018,5,2018-07-29,3,3,4.0 < x ≤ 7.0,average
CLOSE COMBAT,/works/OL17616W,3935795,"['Fiction', 'Historical', 'Action and Adventure', 'War']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W. E. B. Griffin,1993,7,1993-01-31,7,4,4.0 < x ≤ 7.0,average
CLOSE COMBAT,/works/OL17616W,12373742,"['Fiction', 'Historical', 'Action and Adventure', 'War']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W. E. B. Griffin,1993,7,1993-01-31,7,4,4.0 < x ≤ 7.0,average
CLUNY BROWN,/works/OL26319906W,12293797,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Margery Sharp,1944,2,1944-10-01,4,3,0.999 < x ≤ 2.0,poor
COAST ROAD,/works/OL166392W,3731350,"['Fiction', 'Women', 'Contemporary', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Barbara Delinsky,1998,5,1998-08-09,14,13,4.0 < x ≤ 7.0,average
COCONUT LAYER CAKE MURDER,/works/OL20648814W,9282686,"['Fiction', 'Mystery and Detective', 'Murder']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Joanne Fluke,2020,1,2020-03-15,6,6,0.999 < x ≤ 2.0,poor
CODE OF CONDUCT,/works/OL20010049W,10216991,"['Thriller', 'Suspense', 'Fiction', 'Crime', 'Espionage']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Brad Thor,2015,6,2015-07-26,3,3,4.0 < x ≤ 7.0,average
CODE TO ZERO,/works/OL1914074W,4528930,"['Relationships', 'Action and Adventure', 'Suspense', 'Fiction', 'Women']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Ken Follett,2000,8,2000-12-24,8,3,7.0 < x ≤ 13.0,good
CODE TO ZERO,/works/OL1914074W,362090,"['Relationships', 'Action and Adventure', 'Suspense', 'Fiction', 'Women']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Ken Follett,2000,8,2000-12-24,8,3,7.0 < x ≤ 13.0,good
CODE TO ZERO,/works/OL1914074W,1118764,"['Relationships', 'Action and Adventure', 'Suspense', 'Fiction', 'Women']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Ken Follett,2000,8,2000-12-24,8,3,7.0 < x ≤ 13.0,good
COGANS TRADE,/works/OL492411W,9069458,"['Fiction', 'Crime', 'Suspense']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,George Higgins,1974,1,1974-04-28,10,10,0.999 < x ≤ 2.0,poor
COGANS TRADE,/works/OL492411W,4510422,"['Fiction', 'Crime', 'Suspense']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,George Higgins,1974,1,1974-04-28,10,10,0.999 < x ≤ 2.0,poor
COLD BETRAYAL,/works/OL19993221W,11605880,"['Fiction', 'Women', 'Thriller', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,J. A. Jance,2015,1,2015-03-29,13,13,0.999 < x ≤ 2.0,poor
COLD BETRAYAL,/works/OL19993221W,8969554,"['Fiction', 'Women', 'Thriller', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,J. A. Jance,2015,1,2015-03-29,13,13,0.999 < x ≤ 2.0,poor
COLD COLD HEART,/works/OL20002960W,9409052,"['Fiction', 'Women', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Tami Hoag,2015,3,2015-02-01,5,5,2.0 < x ≤ 4.0,mediocre
COLD DAYS,/works/OL17383102W,7469117,"['Fiction', 'Mystery and Detective', 'Paranormal']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Jim Butcher,2012,2,2012-12-16,1,1,0.999 < x ≤ 2.0,poor
COLD DAYS,/works/OL17383102W,10989815,"['Fiction', 'Mystery and Detective', 'Paranormal']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Jim Butcher,2012,2,2012-12-16,1,1,0.999 < x ≤ 2.0,poor
COLD DAYS,/works/OL17383102W,9380192,"['Fiction', 'Mystery and Detective', 'Paranormal']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Jim Butcher,2012,2,2012-12-16,1,1,0.999 < x ≤ 2.0,poor
COLD FIRE,/works/OL497135W,12952459,"['Fiction', 'Women', 'Horror', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Dean R. Koontz,1991,16,1991-01-27,3,1,13.0 < x ≤ 178.0,excellent
COLD FIRE,/works/OL497135W,6995452,"['Fiction', 'Women', 'Horror', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Dean R. Koontz,1991,16,1991-01-27,3,1,13.0 < x ≤ 178.0,excellent
COLD HARBOUR,/works/OL11018014W,6296718,"['Fiction', 'Espionage']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack Higgins,1990,12,1990-01-21,15,4,7.0 < x ≤ 13.0,good
COLD HARBOUR,/works/OL11018014W,6296719,"['Fiction', 'Espionage']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack Higgins,1990,12,1990-01-21,15,4,7.0 < x ≤ 13.0,good
COLD MOUNTAIN,/works/OL1844035W,827781,"['Fiction', 'Historical', 'Romance', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Charles Frazier,1997,61,1997-07-13,13,1,13.0 < x ≤ 178.0,excellent
COLD PARADISE,/works/OL491127W,4340624,"['Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Stuart Woods,2001,5,2001-05-13,8,6,4.0 < x ≤ 7.0,average
M IS FOR MALICE,/works/OL14852305W,579418,"['Women', 'Mystery and Detective', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Sue Grafton,1997,1,1997-01-12,14,14,0.999 < x ≤ 2.0,poor
COLD SERVICE,/works/OL7967628W,273249,"['Fiction', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Robert B. Parker,2005,4,2005-03-27,6,6,2.0 < x ≤ 4.0,mediocre
COLONY,/works/OL1810257W,45479,"['Fiction', 'Women']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Anne Rivers Siddons,1992,12,1992-07-19,14,4,7.0 < x ≤ 13.0,good
COLOUR SCHEME,/works/OL460813W,5853,"['Fiction', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ngaio Marsh,1943,1,1943-07-26,5,5,0.999 < x ≤ 2.0,poor
COLOUR SCHEME,/works/OL460813W,3106055,"['Fiction', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ngaio Marsh,1943,1,1943-07-26,5,5,0.999 < x ≤ 2.0,poor
COLOUR SCHEME,/works/OL460813W,184529,"['Fiction', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ngaio Marsh,1943,1,1943-07-26,5,5,0.999 < x ≤ 2.0,poor
COLUMBELLA,/works/OL60486W,7298719,"['Fiction', 'Family', 'Romance', 'Suspense']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Phyllis Whitney,1966,8,1966-05-08,10,8,7.0 < x ≤ 13.0,good
COLUMBELLA,/works/OL60486W,290298,"['Fiction', 'Family', 'Romance', 'Suspense']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Phyllis Whitney,1966,8,1966-05-08,10,8,7.0 < x ≤ 13.0,good
COMA,/works/OL6528595W,293056,['Mystery and Detective'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Robin Cook,1977,13,1977-07-24,9,6,7.0 < x ≤ 13.0,good
COMA,/works/OL6528595W,195258,['Mystery and Detective'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Robin Cook,1977,13,1977-07-24,9,6,7.0 < x ≤ 13.0,good
A FEW OF THE GIRLS,/works/OL20304776W,8964615,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maeve Binchy,2016,2,2016-03-20,12,12,0.999 < x ≤ 2.0,poor
COMANCHE MOON,/works/OL134587W,10232640,"['Fiction', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Larry McMurtry,1997,11,1997-11-16,11,7,7.0 < x ≤ 13.0,good
COME AND GET IT,/works/OL2646751W,12765736,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Edna Ferber,1935,14,1935-03-04,1,1,13.0 < x ≤ 178.0,excellent
COME HOME,/works/OL24793917W,11556624,"['Women', 'Family', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Lisa Scottoline,2012,3,2012-04-29,4,4,2.0 < x ≤ 4.0,mediocre
"COME NINEVEH, COME TYRE",/works/OL56518W,6621337,"['Fiction', 'Political']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Allen Drury,1973,26,1973-11-25,8,2,13.0 < x ≤ 178.0,excellent
"COME NINEVEH, COME TYRE",/works/OL56518W,4507876,"['Fiction', 'Political']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Allen Drury,1973,26,1973-11-25,8,2,13.0 < x ≤ 178.0,excellent
COME POUR THE WINE,/works/OL3234937W,7137253,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cynthia Freeman,1980,27,1980-10-19,11,3,13.0 < x ≤ 178.0,excellent
COME SUNDOWN,/works/OL20053636W,8840947,"['Suspense', 'Fiction', 'Women', 'Murder', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,Nora Roberts,2017,5,2017-06-18,1,1,4.0 < x ≤ 7.0,average
